dmd_type,dmd_id,dmd_name,bnf_code
AMP,10139111000001103,Warfarin 3mg tablets,0208020V0AAABAB
VMP,319735007,Warfarin 5mg tablets,0208020V0AAADAD
AMP,751611000001108,Warfarin 5mg tablets,0208020V0AAADAD
AMP,19835811000001100,Warfarin 5mg tablets,0208020V0AAADAD
AMP,642911000001101,Warfarin 5mg tablets,0208020V0AAADAD
AMP,883011000001107,Warfarin 5mg tablets,0208020V0AAADAD
AMP,9797411000001102,Warfarin 5mg tablets,0208020V0AAADAD
AMP,10418611000001109,Warfarin 5mg tablets,0208020V0AAADAD
AMP,16071611000001108,Warfarin 5mg tablets,0208020V0AAADAD
AMP,28989311000001107,Warfarin 5mg tablets,0208020V0AAADAD
AMP,22736411000001102,Warfarin 5mg tablets,0208020V0AAADAD
AMP,729811000001109,Warfarin 5mg tablets,0208020V0AAADAD
AMP,36911000001105,Warfarin 5mg tablets,0208020V0AAADAD
AMP,30945711000001103,Warfarin 5mg tablets,0208020V0AAADAD
AMP,727111000001108,Warfarin 5mg tablets,0208020V0AAADAD
AMP,17877111000001109,Warfarin 5mg tablets,0208020V0AAADAD
AMP,919811000001107,Warfarin 5mg tablets,0208020V0AAADAD
AMP,34760611000001103,Warfarin 5mg tablets,0208020V0AAADAD
AMP,617811000001100,Warfarin 5mg tablets,0208020V0AAADAD
AMP,504911000001105,Warfarin 5mg tablets,0208020V0AAADAD
AMP,36844311000001100,Warfarin 5mg tablets,0208020V0AAADAD
AMP,21920111000001102,Warfarin 5mg tablets,0208020V0AAADAD
AMP,10139311000001101,Warfarin 5mg tablets,0208020V0AAADAD
VMP,8798711000001106,Warfarin 5mg/5ml oral solution,0208020V0AAAIAI
VMP,8798811000001103,Warfarin 5mg/5ml oral suspension,0208020V0AAAIAI
AMP,8730911000001102,Warfarin 5mg/5ml oral solution,0208020V0AAAIAI
AMP,8732411000001106,Warfarin 5mg/5ml oral suspension,0208020V0AAAIAI
VMP,8798511000001101,Warfarin 3mg/5ml oral solution,0208020V0AAAMAM
VMP,8798611000001102,Warfarin 3mg/5ml oral suspension,0208020V0AAAMAM
AMP,8728611000001109,Warfarin 3mg/5ml oral solution,0208020V0AAAMAM
AMP,8729111000001108,Warfarin 3mg/5ml oral suspension,0208020V0AAAMAM
VMP,8798111000001105,Warfarin 1mg/5ml oral solution,0208020V0AAANAN
VMP,8798211000001104,Warfarin 1mg/5ml oral suspension,0208020V0AAANAN
AMP,8729811000001101,Warfarin 1mg/5ml oral solution,0208020V0AAANAN
AMP,8730111000001100,Warfarin 1mg/5ml oral suspension,0208020V0AAANAN
VMP,319736008,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,3659711000001104,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,10305211000001109,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,20538311000001102,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,395111000001106,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,10417011000001103,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,22736711000001108,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,622211000001107,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,37272811000001105,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,17876511000001102,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,15202611000001100,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,34759911000001108,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,21919311000001101,Warfarin 500microgram tablets,0208020V0AAASAS
AMP,10733911000001106,Warfarin 500microgram tablets,0208020V0AAASAS
VMP,18290011000001102,Warfarin 1mg/ml oral suspension sugar free,0208020V0AABBBB
AMP,20367411000001100,Warfarin 1mg/ml oral suspension sugar free,0208020V0AABBBB
AMP,18723611000001101,Warfarin 1mg/ml oral suspension sugar free,0208020V0AABBBB
AMP,22736911000001105,Warfarin 1mg/ml oral suspension sugar free,0208020V0AABBBB
AMP,18288311000001103,Warfarin 1mg/ml oral suspension sugar free,0208020V0AABBBB
AMP,21919111000001103,Warfarin 1mg/ml oral suspension sugar free,0208020V0AABBBB
AMP,933311000001105,Marevan 1mg tablets,0208020V0BBAAAA
AMP,284011000001104,Marevan 3mg tablets,0208020V0BBABAB
AMP,461911000001100,Marevan 5mg tablets,0208020V0BBACAD
AMP,204811000001109,Marevan 500microgram tablets,0208020V0BBAFAS
VMP,13532911000001104,Dabigatran etexilate 75mg capsules,0208020X0AAAAAA
VMP,13532811000001109,Dabigatran etexilate 110mg capsules,0208020X0AAABAB
VMP,19469811000001101,Dabigatran etexilate 150mg capsules,0208020X0AAACAC
AMP,13504711000001102,Pradaxa 75mg capsules,0208020X0BBAAAA
AMP,13505411000001109,Pradaxa 110mg capsules,0208020X0BBABAB
AMP,19465811000001104,Pradaxa 150mg capsules,0208020X0BBACAC
VMP,14254711000001104,Rivaroxaban 10mg tablets,0208020Y0AAAAAA
VMP,19842111000001101,Rivaroxaban 15mg tablets,0208020Y0AAABAB
VMP,19842211000001107,Rivaroxaban 20mg tablets,0208020Y0AAACAC
VMP,27810711000001104,Rivaroxaban 2.5mg tablets,0208020Y0AAADAD
VMP,34819111000001102,Rivaroxaban 15mg tablets and Rivaroxaban 20mg tablets,0208020Y0AAAEAE
AMP,14237311000001106,Xarelto 10mg tablets,0208020Y0BBAAAA
AMP,19840811000001107,Xarelto 15mg tablets,0208020Y0BBABAB
AMP,19841411000001101,Xarelto 20mg tablets,0208020Y0BBACAC
AMP,27160311000001106,Xarelto 2.5mg tablets,0208020Y0BBADAD
AMP,34793111000001102,Xarelto 15mg / 20mg treatment initiation pack,0208020Y0BBAEAE
VMP,703907006,Apixaban 2.5mg tablets,0208020Z0AAAAAA
VMP,703908001,Apixaban 5mg tablets,0208020Z0AAABAB
AMP,19506911000001105,Eliquis 2.5mg tablets,0208020Z0BBAAAA
AMP,21677511000001105,Eliquis 5mg tablets,0208020Z0BBABAB
