dmd_type,dmd_id,dmd_name,bnf_code
AMP,22200911000001108,Amiloride 5mg tablets,0202030C0AAACAC
AMP,7457211000001106,Amiloride 5mg tablets,0202030C0AAACAC
AMP,29761811000001107,Amiloride 5mg tablets,0202030C0AAACAC
AMP,446011000001103,Amiloride 5mg tablets,0202030C0AAACAC
AMP,59111000001100,Amiloride 5mg tablets,0202030C0AAACAC
AMP,21759411000001109,Amiloride 5mg tablets,0202030C0AAACAC
AMP,533611000001105,Amiloride 5mg tablets,0202030C0AAACAC
VMP,35900111000001108,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,35031211000001108,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,491011000001102,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,22603811000001107,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,24119011000001109,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,25814111000001105,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,27000911000001104,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,24519711000001101,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,38781111000001103,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,28121711000001100,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,34895811000001105,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,29762211000001104,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
AMP,21759211000001105,Amiloride 5mg/5ml oral solution sugar free,0202030C0AAASAS
VMP,8274111000001104,Amiloride 5mg/5ml oral suspension,0202030C0AAAXAX
AMP,8228511000001100,Amiloride 5mg/5ml oral suspension,0202030C0AAAXAX
VMP,8273611000001109,Amiloride 10mg/5ml oral solution,0202030C0AAAZAZ
VMP,8273811000001108,Amiloride 10mg/5ml oral suspension,0202030C0AAAZAZ
AMP,8229011000001103,Amiloride 10mg/5ml oral solution,0202030C0AAAZAZ
AMP,8230711000001106,Amiloride 10mg/5ml oral suspension,0202030C0AAAZAZ
AMP,799711000001108,Amilamont 5mg/5ml oral solution sugar free,0202030C0BFAAAS
VMP,318056008,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,63111000001106,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,34937811000001104,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,672411000001105,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,508011000001102,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,9803611000001107,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,24390911000001107,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,13583411000001106,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,11010911000001104,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,20326811000001106,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,474611000001102,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,235211000001102,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,37141111000001105,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,35598911000001102,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,17801111000001105,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,82311000001101,Spironolactone 25mg tablets,0202030S0AAATAT
AMP,21901811000001106,Spironolactone 25mg tablets,0202030S0AAATAT
VMP,318057004,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,481811000001107,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,34937611000001103,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,46011000001105,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,481711000001104,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,9803311000001102,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,30117211000001107,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,121211000001101,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,606411000001101,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,30917011000001104,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,35597311000001104,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,330511000001102,Spironolactone 50mg tablets,0202030S0AAAUAU
AMP,22453211000001103,Spironolactone 50mg tablets,0202030S0AAAUAU
VMP,318058009,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,670811000001106,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,34941711000001102,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,38611000001103,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,333811000001106,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,9802811000001103,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,24390711000001105,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,30117411000001106,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,11010711000001101,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,20327011000001102,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,874911000001104,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,840311000001109,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,37141311000001107,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,35597011000001102,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,610611000001103,Spironolactone 100mg tablets,0202030S0AAAVAV
AMP,21902011000001108,Spironolactone 100mg tablets,0202030S0AAAVAV
VMP,13895011000001103,Spironolactone 5mg/5ml oral solution,0202030S0AACMCM
AMP,13887511000001101,Spironolactone 5mg/5ml oral solution,0202030S0AACMCM
VMP,13894911000001103,Spironolactone 50mg/5ml oral solution,0202030S0AACPCP
AMP,13889011000001100,Spironolactone 50mg/5ml oral solution,0202030S0AACPCP
VMP,13894711000001100,Spironolactone 10mg/5ml oral solution,0202030S0AACQCQ
AMP,13888011000001105,Spironolactone 10mg/5ml oral solution,0202030S0AACQCQ
VMP,13894611000001109,Spironolactone 100mg/5ml oral solution,0202030S0AACRCR
AMP,13889311000001102,Spironolactone 100mg/5ml oral solution,0202030S0AACRCR
VMP,13374311000001107,Spironolactone 6.25mg/5ml oral solution,0202030S0AACTCT
VMP,13374411000001100,Spironolactone 6.25mg/5ml oral suspension,0202030S0AACTCT
AMP,13362811000001101,Spironolactone 6.25mg/5ml oral solution,0202030S0AACTCT
AMP,13362011000001107,Spironolactone 6.25mg/5ml oral suspension,0202030S0AACTCT
VMP,13374111000001105,Spironolactone 4mg/5ml oral solution,0202030S0AACWCW
VMP,13374211000001104,Spironolactone 4mg/5ml oral suspension,0202030S0AACWCW
AMP,13361211000001109,Spironolactone 4mg/5ml oral solution,0202030S0AACWCW
AMP,13360811000001102,Spironolactone 4mg/5ml oral suspension,0202030S0AACWCW
VMP,13325411000001100,Spironolactone 125mg/5ml oral solution,0202030S0AACXCX
VMP,13325511000001101,Spironolactone 125mg/5ml oral suspension,0202030S0AACXCX
AMP,13320111000001102,Spironolactone 125mg/5ml oral solution,0202030S0AACXCX
AMP,13319511000001107,Spironolactone 125mg/5ml oral suspension,0202030S0AACXCX
VMP,13385311000001101,Spironolactone 7mg/5ml oral solution,0202030S0AACYCY
VMP,13385411000001108,Spironolactone 7mg/5ml oral suspension,0202030S0AACYCY
AMP,13382411000001100,Spironolactone 7mg/5ml oral solution,0202030S0AACYCY
AMP,13382011000001109,Spironolactone 7mg/5ml oral suspension,0202030S0AACYCY
VMP,13353511000001101,Spironolactone 250mg/5ml oral solution,0202030S0AACZCZ
VMP,13353611000001102,Spironolactone 250mg/5ml oral suspension,0202030S0AACZCZ
AMP,13336611000001109,Spironolactone 250mg/5ml oral solution,0202030S0AACZCZ
AMP,13336011000001102,Spironolactone 250mg/5ml oral suspension,0202030S0AACZCZ
VMP,13326011000001100,Spironolactone 2.5mg/5ml oral solution,0202030S0AADADA
VMP,13326111000001104,Spironolactone 2.5mg/5ml oral suspension,0202030S0AADADA
AMP,13322011000001104,Spironolactone 2.5mg/5ml oral solution,0202030S0AADADA
AMP,13321711000001109,Spironolactone 2.5mg/5ml oral suspension,0202030S0AADADA
VMP,8727011000001103,Spironolactone 15mg/5ml oral suspension,0202030S0AADCDC
AMP,8706111000001109,Spironolactone 15mg/5ml oral suspension,0202030S0AADCDC
VMP,13326411000001109,Spironolactone 20mg/5ml oral solution,0202030S0AADDDD
VMP,13326511000001108,Spironolactone 20mg/5ml oral suspension,0202030S0AADDDD
AMP,13323511000001100,Spironolactone 20mg/5ml oral solution,0202030S0AADDDD
AMP,13323211000001103,Spironolactone 20mg/5ml oral suspension,0202030S0AADDDD
VMP,13325611000001102,Spironolactone 12mg/5ml oral solution,0202030S0AADSDS
VMP,13325711000001106,Spironolactone 12mg/5ml oral suspension,0202030S0AADSDS
AMP,13320711000001101,Spironolactone 12mg/5ml oral solution,0202030S0AADSDS
AMP,13320411000001107,Spironolactone 12mg/5ml oral suspension,0202030S0AADSDS
VMP,13353711000001106,Spironolactone 2mg/5ml oral solution,0202030S0AADUDU
VMP,13353811000001103,Spironolactone 2mg/5ml oral suspension,0202030S0AADUDU
AMP,13340511000001109,Spironolactone 2mg/5ml oral solution,0202030S0AADUDU
AMP,13339211000001103,Spironolactone 2mg/5ml oral suspension,0202030S0AADUDU
VMP,8726511000001109,Spironolactone 25mg/5ml oral suspension,0202030S0AAEAEA
AMP,8707011000001106,Spironolactone 25mg/5ml oral suspension,0202030S0AAEAEA
VMP,8726411000001105,Spironolactone 50mg/5ml oral suspension,0202030S0AAEBEB
AMP,8705811000001105,Spironolactone 50mg/5ml oral suspension,0202030S0AAEBEB
VMP,8726311000001103,Spironolactone 5mg/5ml oral suspension,0202030S0AAECEC
AMP,8707311000001109,Spironolactone 5mg/5ml oral suspension,0202030S0AAECEC
VMP,8727311000001100,Spironolactone 10mg/5ml oral suspension,0202030S0AAEDED
AMP,8706711000001105,Spironolactone 10mg/5ml oral suspension,0202030S0AAEDED
VMP,8727611000001105,Spironolactone 100mg/5ml oral suspension,0202030S0AAEEEE
AMP,8706411000001104,Spironolactone 100mg/5ml oral suspension,0202030S0AAEEEE
VMP,13894811000001108,Spironolactone 25mg/5ml oral solution,0202030S0AAEFEF
AMP,13888711000001107,Spironolactone 25mg/5ml oral solution,0202030S0AAEFEF
AMP,930511000001105,Aldactone 25mg tablets,0202030S0BBAAAT
AMP,921811000001103,Aldactone 50mg tablets,0202030S0BBABAU
AMP,421611000001100,Aldactone 100mg tablets,0202030S0BBACAV
VMP,318082004,Triamterene 50mg capsules,0202030W0AAAAAA
AMP,22682211000001101,Triamterene 50mg capsules,0202030W0AAAAAA
AMP,22105811000001107,Triamterene 50mg capsules,0202030W0AAAAAA
AMP,22450311000001100,Triamterene 50mg capsules,0202030W0AAAAAA
VMP,407011007,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,27871911000001103,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,34934811000001108,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,29288711000001101,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,27125211000001104,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,29951511000001109,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,35649111000001109,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,30276911000001108,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,35651011000001107,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,30053011000001107,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,36911511000001107,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,32406011000001105,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,37064011000001105,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,38883911000001101,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,33597311000001105,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,25559911000001104,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,36535611000001108,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,29742211000001109,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,36501611000001100,Eplerenone 25mg tablets,0202030X0AAAAAA
AMP,28883711000001104,Eplerenone 25mg tablets,0202030X0AAAAAA
VMP,407012000,Eplerenone 50mg tablets,0202030X0AAABAB
