dmd_type,dmd_id,dmd_name,bnf_code
VMP,38344311000001108,Estradiol 1.53mg/dose transdermal spray,0604011G0AABTBT
AMP,2942911000001101,Estraderm TTS 50 patches,0604011G0BCAABL
AMP,2889311000001109,Estraderm TTS 25 patches,0604011G0BCABBA
AMP,2889611000001104,Estraderm MX 25 patches,0604011G0BCADBA
AMP,2945011000001105,Estraderm MX 50 patches,0604011G0BCAEBL
AMP,2937111000001101,Estraderm MX 100 patches,0604011G0BCAFBN
AMP,2911111000001100,Estraderm MX 75 patches,0604011G0BCAGBR
AMP,2838411000001101,Zumenon 2mg tablets,0604011G0BEAAAI
AMP,2842511000001103,Zumenon 1mg tablets,0604011G0BEABBD
AMP,2942311000001102,Evorel 50 patches,0604011G0BFAABL
AMP,2889111000001107,Evorel 25 patches,0604011G0BFABBA
AMP,2903111000001101,Evorel 75 patches,0604011G0BFACBR
AMP,2936011000001100,Evorel 100 patches,0604011G0BFADBN
AMP,3414911000001105,Oestrogel Pump-Pack 0.06% gel,0604011G0BIABAU
AMP,2948411000001106,FemSeven 50 patches,0604011G0BKAABL
AMP,2902911000001105,FemSeven 75 patches,0604011G0BKABBR
AMP,2938411000001105,FemSeven 100 patches,0604011G0BKACBN
AMP,2949711000001109,Progynova TS 50micrograms/24hours transdermal patches,0604011G0BLAABL
AMP,2939611000001104,Progynova TS 100micrograms/24hours transdermal patches,0604011G0BLABBN
AMP,2841811000001109,Elleste Solo 1mg tablets,0604011G0BMAABD
AMP,2837211000001104,Elleste Solo 2mg tablets,0604011G0BMABAI
AMP,2890211000001107,Elleste Solo MX 40 transdermal patches,0604011G0BMACBE
AMP,2893411000001103,Elleste Solo MX 80 transdermal patches,0604011G0BMADBG
AMP,3657811000001104,Sandrena 500microgram gel sachets,0604011G0BPAABI
AMP,3658611000001104,Sandrena 1mg gel sachets,0604011G0BPABBJ
AMP,9045511000001101,Estradot 75micrograms/24hours patches,0604011G0BUAABR
AMP,9045711000001106,Estradot 100micrograms/24hours patches,0604011G0BUABBN
AMP,9044911000001109,Estradot 25micrograms/24hours patches,0604011G0BUACBA
AMP,9045111000001105,Estradot 37.5micrograms/24hours patches,0604011G0BUADBH
AMP,9045311000001107,Estradot 50micrograms/24hours patches,0604011G0BUAEBL
AMP,10276611000001104,Bedol 2mg tablets,0604011G0BVAAAI
AMP,38268911000001102,Lenzetto 1.53mg/dose transdermal spray,0604011G0BWAABT
AMP,293111000001101,Hormonin tablets,0604011H0BBAAAA
AMP,3449411000001106,Trisequens tablets,0604011J0BBAAAA
VMP,325505008,Estradiol valerate 1mg tablets,0604011K0AAAAAA
AMP,15466311000001107,Estradiol valerate 1mg tablets,0604011K0AAAAAA
AMP,3351911000001108,Estradiol valerate 1mg tablets,0604011K0AAAAAA
AMP,3355711000001108,Estradiol valerate 1mg tablets,0604011K0AAAAAA
VMP,325533008,Estradiol valerate 2mg tablets,0604011K0AAABAB
AMP,3196511000001106,Estradiol valerate 2mg tablets,0604011K0AAABAB
AMP,24659611000001109,Estradiol valerate 2mg tablets,0604011K0AAABAB
AMP,4522411000001109,Estradiol valerate 2mg tablets,0604011K0AAABAB
AMP,3350611000001107,Estradiol valerate 2mg tablets,0604011K0AAABAB
AMP,3359911000001107,Estradiol valerate 2mg tablets,0604011K0AAABAB
AMP,3354111000001108,Estradiol valerate 2mg tablets,0604011K0AAABAB
AMP,2846111000001106,Progynova 1mg tablets,0604011K0BBAAAA
AMP,2845411000001105,Progynova 2mg tablets,0604011K0BBABAB
AMP,2845811000001107,Climaval 1mg tablets,0604011K0BCAAAA
AMP,2845111000001100,Climaval 2mg tablets,0604011K0BCABAB
VMP,3404911000001108,Generic Cyclo-Progynova 2mg tablets,0604011L0AAACAC
VMP,325648008,Estradiol 2mg / Norethisterone acetate 1mg tablets,0604011L0AAAKAK
AMP,3455211000001106,Estradiol 2mg / Norethisterone acetate 1mg tablets,0604011L0AAAKAK
AMP,3448111000001108,Estradiol 2mg / Norethisterone acetate 1mg tablets,0604011L0AAAKAK
VMP,3557411000001105,Generic Tridestra tablets,0604011L0AAALAL
VMP,3542811000001106,Generic Femoston 2/10mg tablets,0604011L0AAAMAM
VMP,3542711000001103,Generic Femoston 1/10mg tablets,0604011L0AAAPAP
VMP,3465411000001100,Generic Elleste Duet 2mg tablets,0604011L0AAATAT
VMP,3465311000001107,Generic Elleste Duet 1mg tablets,0604011L0AAAWAW
VMP,36065211000001103,Estradiol 50micrograms/24hours / Norethisterone 170micrograms/24hours transdermal patches,0604011L0AAAXAX
VMP,3542611000001107,Generic Evorel Sequi transdermal patches,0604011L0AAAYAY
VMP,325662001,Estradiol 1mg / Norethisterone acetate 500microgram tablets,0604011L0AABABA
VMP,3369311000001103,Estradiol 1mg / Dydrogesterone 5mg tablets,0604011L0AABDBD
VMP,3788211000001104,Estradiol valerate 1mg / Medroxyprogesterone 2.5mg tablets,0604011L0AABEBE
VMP,3864111000001104,Estradiol valerate 1mg / Medroxyprogesterone 5mg tablets,0604011L0AABFBF
VMP,3788311000001107,Estradiol valerate 2mg / Medroxyprogesterone 5mg tablets,0604011L0AABGBG
VMP,4508511000001104,Generic Novofem tablets,0604011L0AABHBH
VMP,4725811000001103,Generic FemSeven Sequi transdermal patches,0604011L0AABIBI
VMP,4339811000001101,Estradiol 50micrograms/24hours / Levonorgestrel 7micrograms/24hours transdermal patches,0604011L0AABJBJ
VMP,8801211000001108,Estradiol 1mg / Drospirenone 2mg tablets,0604011L0AABKBK
VMP,21366211000001107,Estradiol 500micrograms / Dydrogesterone 2.5mg tablets,0604011L0AABLBL
AMP,3351311000001107,Cyclo-Progynova 2mg tablets,0604011L0BCABAC
AMP,3199011000001109,Nuvelle tablets,0604011L0BEAAAF
AMP,3049911000001108,Nuvelle Continuous tablets,0604011L0BEACAK
AMP,3358411000001107,Climagest 1mg tablets,0604011L0BGAAAH
AMP,3363611000001106,Climagest 2mg tablets,0604011L0BGABAI
AMP,3216611000001107,Evorel Conti patches,0604011L0BHABAX
AMP,3217311000001104,Evorel Sequi patches,0604011L0BHACAY
AMP,3043111000001107,Kliofem tablets,0604011L0BIAAAK
AMP,3355511000001103,Tridestra tablets,0604011L0BJAAAL
AMP,3349811000001104,Femoston 2/10mg tablets,0604011L0BKAAAM
AMP,3346111000001103,Femoston 2/20mg tablets,0604011L0BKABAN
AMP,3347911000001102,Femoston 1/10mg tablets,0604011L0BKACAP
AMP,519311000001107,Femoston-conti 1mg/5mg tablets,0604011L0BKADBD
AMP,21259311000001109,Femoston-conti 0.5mg/2.5mg tablets,0604011L0BKAEBL
AMP,3040311000001103,Climesse tablets,0604011L0BMAAAR
AMP,3455511000001109,Elleste Duet 2mg tablets,0604011L0BPAAAT
AMP,3367311000001108,Elleste Duet 1mg tablets,0604011L0BPABAW
AMP,3049511000001101,Elleste Duet Conti tablets,0604011L0BPACAK
AMP,3038811000001109,Kliovance tablets,0604011L0BRAABA
AMP,3780211000001102,Indivina 1mg/2.5mg tablets,0604011L0BTAABE
AMP,3853711000001105,Indivina 1mg/5mg tablets,0604011L0BTABBF
AMP,3779911000001106,Indivina 2mg/5mg tablets,0604011L0BTACBG
AMP,4499111000001107,Novofem tablets,0604011L0BUAABH
AMP,4711811000001109,FemSeven Sequi patches,0604011L0BVAABI
AMP,4338711000001100,FemSeven Conti patches,0604011L0BWAABJ
AMP,8787011000001107,Angeliq 1mg/2mg tablets,0604011L0BZAABK
VMP,10280511000001108,Generic Clinorette tablets,0604011L0CBAAA0
AMP,10277411000001100,Clinorette tablets,0604011L0CBAAA0
VMP,325556004,Conjugated oestrogens 625microgram tablets,0604011P0AAABAB
AMP,3456411000001101,Conjugated oestrogens 625microgram tablets,0604011P0AAABAB
VMP,325557008,Conjugated oestrogens 1.25mg tablets,0604011P0AAACAC
AMP,7142211000001109,Conjugated oestrogens 1.25mg tablets,0604011P0AAACAC
VMP,409118006,Conjugated oestrogens 300microgram tablets,0604011P0AAAFAF
AMP,34911000001102,Premarin 0.625mg tablets,0604011P0BBAAAB
AMP,546511000001102,Premarin 1.25mg tablets,0604011P0BBABAC
AMP,11476811000001109,Premarin 0.3mg tablets,0604011P0BBAGAF
VMP,400674006,Conjugated oestrogens 625microgram tablets and Norgestrel 150microgram tablets,0604011Q0AAACAC
VMP,3341011000001106,Conjugated oestrogens 1.25mg tablets and Norgestrel 150microgram tablets,0604011Q0AAADAD
VMP,409322009,Conjugated oestrogens 625microgram / Medroxyprogesterone 5mg tablets,0604011Q0AAAEAE
VMP,15621411000001104,Conjugated oestrogens 300microgram / Medroxyprogesterone 1.5mg modified-release tablets,0604011Q0AAAHAH
AMP,3470811000001103,Prempak-C 0.625mg/0.15mg tablets,0604011Q0BBACAC
AMP,557911000001109,Prempak-C 1.25mg/0.15mg tablets,0604011Q0BBADAD
AMP,3456711000001107,Premique Cycle 0.625mg/10mg tablets,0604011Q0BCACAG
AMP,679511000001100,Premique 0.625mg/5mg tablets,0604011Q0BCADAE
AMP,7340311000001105,Premique Low Dose 0.3mg/1.5mg modified-release tablets,0604011Q0BCAEAH
VMP,326075007,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,22567411000001107,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,24559611000001104,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,21960811000001102,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,38744511000001103,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,34444711000001101,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,22517711000001102,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,30086311000001109,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,28996211000001107,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,30863211000001105,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,33612911000001100,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,24110811000001107,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,33971011000001100,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,22109311000001101,Raloxifene 60mg tablets,0604011X0AAAAAA
AMP,239811000001103,Evista 60mg tablets,0604011X0BBAAAA
AMP,22358811000001101,Razylan 60mg tablets,0604011X0BDAAAA
AMP,24676811000001104,Ostiral 60mg tablets,0604011X0BEAAAA
AMP,32460211000001101,Evirex 60mg tablets,0604011X0BFAAAA
VMP,325568008,Tibolone 2.5mg tablets,0604011Y0AAAAAA
AMP,24418911000001104,Tibolone 2.5mg tablets,0604011Y0AAAAAA
AMP,38039411000001100,Tibolone 2.5mg tablets,0604011Y0AAAAAA
AMP,37088911000001100,Tibolone 2.5mg tablets,0604011Y0AAAAAA
AMP,24195511000001100,Tibolone 2.5mg tablets,0604011Y0AAAAAA
AMP,37241411000001102,Tibolone 2.5mg tablets,0604011Y0AAAAAA
AMP,37825511000001106,Tibolone 2.5mg tablets,0604011Y0AAAAAA
AMP,37363111000001108,Tibolone 2.5mg tablets,0604011Y0AAAAAA
AMP,521411000001105,Livial 2.5mg tablets,0604011Y0BBAAAA
